OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y,temperature,wind_speed,water_flow,cloud_cover,estimated_output
3154,H0442,San Gabriel Hydroelectric Project,0,Los Angeles County Flood Control District,Los Angeles,4.98,"U1, U2",WAT,12/1/1987 0:00,0.0,-117.8556975,34.20431107,5.93,3.6,0.0,0,0.0
3155,H0479,Sierra,0,Southern California Edison (SCE),San Bernardino,0.48,"1, 2",WAT,1/1/1922 0:00,0.0,-117.6839597,34.15540187,5.21,3.6,0.0,0,0.0
3156,H0187,Fontana,0,Southern California Edison (SCE),San Bernardino,1.9,1,WAT,12/1/1917 0:00,0.0,-117.3973027,34.15528069,6.76,1.79,0.0,36,0.0
3157,H0298,Lytle Creek,0,Southern California Edison (SCE),San Bernardino,0.5,1,WAT,7/21/1947 0:00,0.0,-117.4863268,34.23162347,4.1,2.45,0.0,34,0.0
3159,H0137,Devil Canyon,0,California Department of Water Resources,San Bernardino,276.46,"1, 2, 3, 4",WAT,12/1/1972 0:00,0.0,-117.334611,34.20561108,5.6,1.79,0.0,50,0.0
3160,H0337,Mojave Siphon,0,California Department of Water Resources,San Bernardino,32.79,"1, 2, 3",WAT,8/1/1996 0:00,0.0,-117.3231311,34.30775924,2.81,0.89,0.0,48,0.0
3161,H0460,Santa Ana 1,0,Southern California Edison (SCE),San Bernardino,3.2,"1, 2, 3, 4",WAT,1/1/1899 12:00:00 AM,0.0,-117.0586738,34.14548821,3.13,0.89,0.0,87,0.0
3164,S0164,SEPV 2 (Gestamp - GASNA),0,X-Elio North America Inc.,San Bernardino,2.0,1,SUN,6/1/2012 0:00,0.0,-116.1532744,34.17467824,6.95,13.89,0.0,84,0.05822400000000001
3165,S0165,Coronus 29-Palms North 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 0:00,0.0,-116.0721102,34.17609286,7.65,13.89,0.0,90,0.027397499999999995
3166,S0166,Coronus 29-Palms North 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 0:00,0.0,-116.0721117,34.17617174,7.65,13.89,0.0,90,0.027397499999999995
3167,S0167,Coronus 29-Palms North 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 0:00,0.0,-116.0721009,34.17601351,7.65,13.89,0.0,90,0.027397499999999995
3168,S0289,Cascade Solar PV,0,Longroad Energy,San Bernardino,18.5,1,SUN,3/19/2014 0:00,0.0,-116.2365662,34.16571182,6.31,13.89,0.0,81,0.6373046499999998
3169,S9409,Highlander Solar 1 (SEPV8),0,Deriva Energy,San Bernardino,12.0,SEPV8,SUN,6/12/2013 0:00,0.0,-116.1526984,34.17060743,6.94,13.89,0.0,84,0.3493248000000001
3170,S9410,Highlander Solar 2 (SEPV9),0,Deriva Energy,San Bernardino,9.0,SEPV9,SUN,6/11/2013 0:00,0.0,-116.0921214,34.19144472,7.55,13.89,0.0,96,0.06571800000000005
3171,H0381,Parker,0,United States Bureau of Reclamation,San Bernardino,120.0,"UNIT 1, UNIT 2, UNIT 3, UNIT 4",WAT,12/1/1942 0:00,0.0,-114.1402679,34.29532139,12.78,0.7,0.0,5,0.0
3179,H0533,Santa Felicia,0,United Water Conservation District,Ventura,1.42,"UNIT 1, UNIT 2",WAT,6/1/1987 0:00,0.0,-118.7524094,34.45956361,4.75,2.11,0.0,0,0.0
3180,H0188,Foothill Feeder,0,Metropolitan Water District,Los Angeles,9.04,"1, 2",WAT,4/1/1981 0:00,0.0,-118.6092373,34.51473259,6.27,0.45,0.0,1,0.0
3181,H0440,San Francisquito 2,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,46.0,"Unit 1, Unit 2, Unit 3",WAT,7/6/1919 0:00,0.0,-118.5250454,34.53435648,5.04,2.68,0.0,9,0.0
3186,S0543,Pearblossom Solar,0,SunPower Capital Services,Los Angeles,9.5,M1340,SUN,12/29/2016 0:00,0.0,-117.9162711,34.51270259,2.83,4.92,0.0,4,1.6218096
3187,S0279,RE Victor Phelan Solar One,0,MN8 Energy,San Bernardino,17.5,1,SUN,12/6/2013 0:00,0.0,-117.4748416,34.51242507,3.19,6.26,0.0,6,2.9312255
3188,S0351,Snowline - Duncan Road (North),0,Not Available,San Bernardino,1.5,1,SUN,10/2/2014 0:00,0.0,-117.5622331,34.47317649,2.42,6.26,0.0,1,0.26346870000000006
3189,S0352,Snowline - Duncan Road (South),0,Not Available,San Bernardino,1.0,1,SUN,10/2/2014 0:00,0.0,-117.563587,34.47457771,2.42,6.26,0.0,1,0.17564580000000002
3190,S0353,Snowline - White Road (North),0,Not Available,San Bernardino,1.5,1,SUN,11/25/2014 0:00,0.0,-117.469708,34.41749361,1.8,5.81,0.0,16,0.22276800000000002
3191,S0354,Snowline - White Road (South),0,Not Available,San Bernardino,1.5,1,SUN,10/2/2014 0:00,0.0,-117.4696444,34.41475043,1.79,5.81,0.0,16,0.22275540000000005
3192,S0355,Snowline - White Road (Central),0,Not Available,San Bernardino,1.5,1,SUN,11/25/2014 0:00,0.0,-117.4695251,34.41264592,1.73,5.81,0.0,16,0.22267980000000007
3193,S0417,Victor Dry Farm Ranch A,0,S-Power (Sustainable Power Group),San Bernardino,5.0,VDFRA,SUN,6/8/2015 0:00,0.0,-117.4698902,34.49793357,2.99,6.26,0.0,6,0.836553
3194,S0418,Victor Dry Farm Ranch B,0,S-Power (Sustainable Power Group),San Bernardino,5.0,VDFRB,SUN,6/8/2015 0:00,0.0,-117.4723279,34.49785996,2.99,6.26,0.0,6,0.836553
3195,S0419,Victor Mesa Linda D2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,VMLD2,SUN,11/1/2014 0:00,0.0,-117.3869848,34.50943489,3.44,4.47,0.0,16,0.22483440000000005
3196,S0420,Victor Mesa Linda E2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,VMLE2,SUN,11/1/2014 0:00,0.0,-117.3875367,34.50879057,3.44,4.47,0.0,16,0.22483440000000005
3197,S9274,Victor Mesa Linda B2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-117.3878435,34.51343476,3.47,4.47,0.0,16,0.22487220000000002
3198,S9285,Victor Mesa Linda C2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,11/10/2014 0:00,0.0,-117.3868263,34.51184291,3.44,4.47,0.0,16,0.22483440000000005
3199,S0168,SunEdison Hesperia Solar PV,0,Not Available,San Bernardino,1.5,1,SUN,8/4/2014 0:00,0.0,-117.3769562,34.43449143,2.62,5.81,0.0,26,0.19715820000000003
3200,S0360,SolFocus - Victor Valley Community College,0,Not Available,San Bernardino,1.25,1,SUN,6/30/2010 0:00,0.0,-117.2573581,34.48012025,3.93,4.47,0.0,51,0.10959462499999999
3201,S9281,Powhatan Solar Power Generation Station 1,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/1/2013 0:00,0.0,-117.1441263,34.49664582,3.59,10.13,0.0,53,0.12590595000000002
3202,S9283,Drew Energy  LLC,0,Not Available,San Bernardino,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-117.1539451,34.50950984,3.66,10.13,0.0,53,0.0839702
3203,S0328,Lone Valley Solar Park 1,0,EDP Renewables North America LLC,San Bernardino,10.0,1,SUN,10/1/2014 0:00,0.0,-116.8658519,34.3970296,1.86,6.17,0.0,40,1.0611599999999999
3204,S0329,Lone Valley Solar Park 2,0,EDP Renewables North America LLC,San Bernardino,20.0,2,SUN,10/1/2014 0:00,0.0,-116.862488,34.40832802,2.15,6.17,0.0,40,2.1258
3205,H0567,William E. Warne,0,California Department of Water Resources,Los Angeles,74.3,"1, 2",WAT,11/1/1982 0:00,0.0,-118.7881852,34.68518763,2.12,8.23,0.0,100,0.0
3206,H0039,Castaic Efficiency (Small Hydro),0,Los Angeles Department of Water & Power (LADWP),Los Angeles,9.0,Unit 1,WAT,10/1/1978 0:00,0.0,-118.6563351,34.58675828,5.57,8.23,0.0,100,0.0
3207,H0090,Castaic (Pumped Storage),0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1331.0,"Unit #1, Unit #2, Unit #3, Unit #4, Unit #5, Unit #6, Unit #7",WAT,9/1/1973 0:00,0.0,-118.6565998,34.58743145,5.57,8.23,0.0,100,0.0
3208,H0441,San Francisquito 1,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,69.38,"Unit #1A, Unit #3, Unit #4, Unit #5A",WAT,5/1/1983 0:00,0.0,-118.4546996,34.59016929,3.87,0.89,0.0,26,0.0
3209,S0239,TA High Desert Antelope Power Plant,0,Clearway Energy,Los Angeles,20.0,1,SUN,3/25/2013 0:00,0.0,-118.3047097,34.70888408,3.53,7.72,0.0,0,3.5705999999999998
3210,S0261,Radiance Solar 4,0,QE - Foresight Group US,Los Angeles,1.5,1,SUN,7/1/2013 0:00,0.0,-118.2883159,34.66617632,3.4,7.72,0.0,0,0.26760000000000006
3211,S0262,Radiance Solar 5,0,QE - Foresight Group US,Los Angeles,1.5,1,SUN,7/1/2013 0:00,0.0,-118.2870055,34.66464563,3.4,7.72,0.0,0,0.26760000000000006
3212,S0271,Western Antelope Blue Sky Ranch A ,0,S-Power (Sustainable Power Group),Los Angeles,20.0,1,SUN,11/1/2014 0:00,0.0,-118.329969,34.68654685,3.31,7.72,0.0,0,3.5662
3213,S0318,West Antelope Solar Park,0,Onward Energy,Los Angeles,20.0,1,SUN,11/10/2014 0:00,0.0,-118.3278133,34.69348207,3.31,7.72,0.0,0,3.5662
3214,S0356,CA State Prison LA County (CSPL),0,Silicon Ranch Corporation,Los Angeles,2.0,1,SUN,12/19/2012 0:00,0.0,-118.2342473,34.69458031,3.77,7.72,0.0,0,0.35754
3215,S0432,Sierra Solar Greenworks LLC,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,11/1/2015 0:00,0.0,-118.3338305,34.7030126,3.36,7.72,0.0,0,3.5672
3216,S0548,Antelope Big Sky Ranch,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,8/19/2016 0:00,0.0,-118.2872375,34.69147199,3.6,7.72,0.0,0,3.572
3217,S0549,Central Antelope Dry Ranch C,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,5/6/2016 0:00,0.0,-118.2286519,34.70059669,3.77,7.72,0.0,0,3.5754
3218,S0552,Antelope DSR 1 - Big Sky Solar 1,0,S-Power (Sustainable Power Group),Los Angeles,50.0,Unit 1,SUN,12/20/2016 0:00,0.0,-118.2855817,34.6560856,3.05,7.72,0.0,0,8.9025
3219,S0553,Antelope DSR 2 - Big Sky Solar 2,0,S-Power (Sustainable Power Group),Los Angeles,5.0,Unit 1,SUN,12/20/2016 0:00,0.0,-118.313309,34.65965516,2.72,7.72,0.0,0,0.8886
3220,S0556,Elevation Solar C,0,S-Power (Sustainable Power Group),Los Angeles,40.0,Unit 1,SUN,12/2/2016 0:00,0.0,-118.3033786,34.72691815,3.51,7.72,0.0,0,7.1404
3221,S0558,Solverde 1,0,S-Power (Sustainable Power Group),Los Angeles,85.0,Unit 1,SUN,12/20/2016 0:00,0.0,-118.2936188,34.66129667,3.05,7.72,0.0,0,15.13425
3222,S0559,Summer Solar,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,7/25/2016 0:00,0.0,-118.3127489,34.71568176,3.46,7.72,0.0,0,3.5692
3223,S0560,North Lancaster Ranch,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,12/31/2016 0:00,0.0,-118.3126289,34.7270412,3.47,7.72,0.0,0,3.5694
3224,S0568,Western Antelope Blue Sky Ranch B,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,12/2/2016 0:00,0.0,-118.3128433,34.68723553,3.41,7.72,0.0,0,3.5682
3225,S0592,Lancaster B,0,Not Available,Los Angeles,3.0,Unit 1,SUN,4/22/2017 0:00,0.0,-118.3055939,34.71685522,3.46,7.72,0.0,0,0.5353800000000001
3226,S0597,"Portal Ridge B, LLC",0,D. E. Shaw,Los Angeles,20.0,PRB,SUN,2/15/2017 0:00,0.0,-118.2815182,34.71750108,3.6,7.72,0.0,0,3.572
3227,S0598,"Portal Ridge C, LLC",0,D. E. Shaw,Los Angeles,11.4,PRC,SUN,4/21/2017 0:00,0.0,-118.3051949,34.71269916,3.52,7.72,0.0,0,2.0351280000000003
3228,S0613,Bayshore Solar B,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,12/20/2017 0:00,0.0,-118.3140752,34.67829998,3.27,7.72,0.0,0,3.5654
3229,S0614,Bayshore Solar C,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,12/20/2017 0:00,0.0,-118.314182,34.68133792,3.27,7.72,0.0,0,3.5654
3230,S0615,Bayshore Solar A,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,12/20/2017 0:00,0.0,-118.2983378,34.66781262,3.21,7.72,0.0,0,3.5642
3231,S0627,Rite Aid - Lancaster,0,Tesla Inc.,Los Angeles,1.1,9352376-CA,SUN,3/16/2015 0:00,0.0,-118.1815198,34.72443732,3.84,7.72,0.0,0,0.19672400000000004
3232,S0645,Antelope Valley Lancaster Solar 1 (Avenue F),0,Tesla Inc.,Los Angeles,3.8,Unit 1,SUN,8/25/2017 0:00,0.0,-118.1877185,34.69160899,3.85,7.72,0.0,0,0.67963
3233,S0669,Delsur Solar,0,Not Available,Los Angeles,10.0,Unit 1,SUN,3/16/2016 0:00,0.0,-118.3088949,34.72061434,3.46,7.72,0.0,0,1.7846
3234,S0694,Antelope DSR 3,0,S-Power (Sustainable Power Group),Los Angeles,20.0,Unit 1,SUN,9/26/2019 0:00,0.0,-118.2998611,34.73354497,3.51,7.72,0.0,0,3.5702
3235,S9210,Abby Power  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3236,S9211,Amy Solar  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3237,S9213,Ayden Power  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3238,S9215,Carly Solar  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.17882
3239,S9217,CSC Solar I  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3240,S9218,CSC Solar II  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.17882
3241,S9219,CSC Solar  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3242,S9220,D2 Solar 1  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3243,S9221,D2 Solar 2  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3244,S9223,DT Solar 1  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3245,S9224,DT Solar 2  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3246,S9225,DT Solar 3  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.17882
3247,S9226,Erika Solar  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.174951,34.5937356,3.33,7.72,0.0,0,0.26749500000000004
3248,S9230,Kell Solar 1  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.17882
3249,S9231,Kell Solar 2  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.17882
3250,S9232,Lancaster Del Sur Ranch C2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2018184,34.70001557,3.82,7.72,0.0,0,0.26823
3251,S9237,Lola Energy 1  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1818721,34.72498744,3.84,7.72,0.0,0,0.17884
3252,S9238,Lola Energy 2  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1808924,34.72498745,3.84,7.72,0.0,0,0.17884
3253,S9239,Niner Energy 1 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1714544,34.58554438,3.33,7.72,0.0,0,0.26749500000000004
3254,S9240,Niner Energy 2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1714544,34.58554438,3.33,7.72,0.0,0,0.26749500000000004
3255,S9241,Niner Energy 3 LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1714544,34.58554438,3.33,7.72,0.0,0,0.17833
3256,S9242,Rodeo Solar A2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2905947,34.71406318,3.58,7.72,0.0,0,0.26787000000000005
3257,S9243,Rodeo Solar B2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2931553,34.71227312,3.58,7.72,0.0,0,0.26787000000000005
3258,S9244,Rodeo Solar C2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/6/2014 0:00,0.0,-118.292039,34.71227969,3.58,7.72,0.0,0,0.26787000000000005
3259,S9245,Rodeo Solar D2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/6/2014 0:00,0.0,-118.2905904,34.71231844,3.59,7.72,0.0,0,0.26788500000000004
3260,S9246,Sandra Energy  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2741548,34.70888407,3.64,7.72,0.0,0,0.26796000000000003
3261,S9247,Summer Solar A2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/26/2014 0:00,0.0,-118.2965371,34.731629,3.51,7.72,0.0,0,0.26776500000000003
3262,S9248,Summer Solar B2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/26/2014 0:00,0.0,-118.2963633,34.7274259,3.51,7.72,0.0,0,0.26776500000000003
3263,S9249,Summer Solar C2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/26/2014 0:00,0.0,-118.2920373,34.72445664,3.56,7.72,0.0,0,0.2678400000000001
3264,S9250,Summer Solar D2 LLC,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,6/26/2014 0:00,0.0,-118.2925935,34.72532724,3.56,7.72,0.0,0,0.2678400000000001
3265,S9251,Summer North Solar 6.5,0,S-Power (Sustainable Power Group),Los Angeles,6.5,Unit 1,SUN,12/19/2014 0:00,0.0,-118.3029262,34.72918544,3.51,7.72,0.0,0,1.160315
3266,S9252,Summer Solar F2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2958908,34.72367673,3.54,7.72,0.0,0,0.26781000000000005
3267,S9253,Summer Solar G2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2957482,34.72035569,3.54,7.72,0.0,0,0.26781000000000005
3268,S9254,Summer Solar H2 LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.3005018,34.72363766,3.54,7.72,0.0,0,0.26781000000000005
3269,S9259,Voyager Solar 1  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1630572,34.64445524,3.6,7.72,0.0,0,0.2679
3270,S9260,Voyager Solar 2  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1611706,34.64444903,3.6,7.72,0.0,0,0.2679
3271,S9261,Voyager Solar 3  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1629764,34.64301894,3.6,7.72,0.0,0,0.1786
3272,S9263,Western Antelope Dry Ranch,0,S-Power (Sustainable Power Group),Los Angeles,10.0,Unit 1,SUN,12/1/2016 0:00,0.0,-118.320747,34.68618608,3.34,7.72,0.0,0,1.7833999999999999
3273,S9413,Lancaster Dry Farm Ranch B,0,S-Power (Sustainable Power Group),Los Angeles,5.0,Unit 1,SUN,12/18/2014 0:00,0.0,-118.29236,34.71739142,3.56,7.72,0.0,0,0.8928
3274,W0466,CDCR-LAC,0,Not Available,Los Angeles,1.85,WPRS 1,WND,1/1/2018 0:00,0.0,-118.233694,34.6953673,3.77,7.72,0.0,0,1.85
3275,S0698,San Pablo Raceway,0,S-Power (Sustainable Power Group),Los Angeles,100.0,Unit 1,SUN,8/3/2019 0:00,0.0,-118.2891981,34.71814085,3.56,7.72,0.0,0,17.856
3276,S0716,Antelope Expansion 3A,0,S-Power (Sustainable Power Group),Los Angeles,15.0,Unit 1,SUN,6/22/2021 0:00,0.0,-118.3242397,34.72594257,3.42,7.72,0.0,0,2.6763
3277,S0717,Antelope Expansion 3B,0,S-Power (Sustainable Power Group),Los Angeles,5.0,Unit 1,SUN,6/22/2021 0:00,0.0,-118.3243801,34.7259515,3.42,7.72,0.0,0,0.8921
3278,S0226,L-8 Solar Project,0,L-8 Solar Project LLC,Los Angeles,1.5,1,SUN,5/17/2012 0:00,0.0,-117.9732265,34.65513891,3.89,7.72,0.0,0,0.26833500000000005
3279,S0338,Oasis Solar,0,Clearway Energy,Los Angeles,20.0,1,SUN,1/19/2016 0:00,0.0,-118.0773372,34.64997086,3.87,7.72,0.0,0,3.5774
3280,S0435,Morgan Lancaster I LLC,0,"Coronal Lost Hills, LLC",Los Angeles,1.5,Unit 1,SUN,12/19/2015 0:00,0.0,-118.0875226,34.66502124,3.9,7.72,0.0,0,0.26835000000000003
3281,S0624,US-TOPCO: Division Site 3 45404,0,Tesla Inc.,Los Angeles,1.0,9351022-CA,SUN,6/24/2014 0:00,0.0,-118.1292577,34.70833933,3.9,7.72,0.0,0,0.1789
3282,S0625,US-TOPCO: Division Site 3 45406,0,Tesla Inc.,Los Angeles,1.0,9351023-CA,SUN,6/24/2014 0:00,0.0,-118.1293833,34.70783679,3.9,7.72,0.0,0,0.1789
3283,S0626,US-TOPCO: Kettering Site 1,0,Tesla Inc.,Los Angeles,1.0,9351024-CA,SUN,7/17/2014 0:00,0.0,-118.1249077,34.70149097,3.88,7.72,0.0,0,0.17888
3284,S0628,US-TOPCO: Soccer Center,0,Tesla Inc.,Los Angeles,3.3,9353058-CA,SUN,8/10/2017 0:00,0.0,-118.0879389,34.66152084,3.89,7.72,0.0,0,0.590337
3285,S0666,Green Beanworks B,0,S-Power (Sustainable Power Group),Los Angeles,3.0,Unit 1,SUN,12/28/2018 0:00,0.0,-117.9896128,34.68833006,4.04,7.72,0.0,0,0.53712
3286,S0668,Green Beanworks D,0,S-Power (Sustainable Power Group),Los Angeles,3.0,Unit 1,SUN,8/24/2018 0:00,0.0,-118.0812998,34.65540069,3.89,7.72,0.0,0,0.5366700000000001
3287,S0670,Lancaster Solar,0,Not Available,Los Angeles,5.5,Unit 1,SUN,4/11/2017 0:00,0.0,-118.1401645,34.66853319,3.77,7.72,0.0,0,0.9832350000000001
3288,S0671,Oasis Solar,0,Not Available,Riverside,13.5,Unit 1,SUN,3/16/2016 0:00,0.0,-118.0774104,34.64784705,3.87,7.72,0.0,0,2.414745
3290,S9212,Annie Power  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0518948,34.65089606,3.9,7.72,0.0,0,0.26835000000000003
3291,S9214,Becca Solar  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.060925,34.66920425,3.94,7.72,0.0,0,0.26841000000000004
3292,S9216,Central Antelope Dry Ranch B2 LLC,0,Silicon Ranch Corporation,Los Angeles,3.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.1298304,34.70269155,3.9,7.72,0.0,0,0.5367000000000001
3293,S9222,Dreamer Solar  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0625074,34.69620907,4.1,7.72,0.0,0,0.26865000000000006
3294,S9227,JRam Solar 1  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0604676,34.64735081,3.9,7.72,0.0,0,0.26835000000000003
3295,S9228,JRam Solar 2  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0605153,34.64901467,3.9,7.72,0.0,0,0.26835000000000003
3296,S9229,JRam Solar 3  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0625619,34.64909373,3.9,7.72,0.0,0,0.1789
3297,S9233,Lancaster Solar 1 LLC,0,Clenera - Renewable Energy,Los Angeles,1.5,Unit 1,SUN,12/12/2014 0:00,0.0,-118.0942866,34.71500411,3.91,7.72,0.0,0,0.268365
3298,S9234,Lancaster Solar 2 LLC,0,Clenera - Renewable Energy,Los Angeles,1.5,Unit 1,SUN,12/12/2014 0:00,0.0,-118.1039324,34.68317462,3.86,7.72,0.0,0,0.26829000000000003
3299,S9235,Leolani Solar 1  LLC,0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0724219,34.66444812,3.9,7.72,0.0,0,0.26835000000000003
3300,S9255,Treen Solar 1  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0510962,34.65462777,3.9,7.72,0.0,0,0.1789
3301,S9256,Treen Solar 2  LLC,0,Not Available,Los Angeles,1.0,Unit 1,SUN,12/31/2014 0:00,0.0,-118.0511615,34.65642961,3.91,7.72,0.0,0,0.17891
3302,S0589,Little Rock Pham Solar,0,Not Available,Los Angeles,3.0,Unit 1,SUN,3/22/2016 0:00,0.0,-117.9497742,34.59987464,3.63,7.72,0.0,0,0.5358900000000001
3303,S0163,SEPV 1 (Gestamp - GASNA),0,X-Elio North America Inc.,Los Angeles,2.0,1,SUN,4/23/2012 0:00,0.0,-117.9365676,34.61349009,3.67,7.72,0.0,0,0.35734
3304,S0415,SEPV Palmdale East LLC,0,S-Power (Sustainable Power Group),Los Angeles,10.0,PLMD,SUN,7/31/2015 0:00,0.0,-117.9410941,34.61198797,3.67,7.72,0.0,0,1.7867
3305,S0557,SEPV 18 - Palmdale 18,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,1/4/2016 0:00,0.0,-117.9393216,34.61938694,3.7,7.72,0.0,0,0.26805
